customer_id,product_category,coupon_type,region,order_date,order_amount,discount_amount,final_amount,year,month,units_sold,customer_income,coupon_used,discount_percentage,savings_per_unit,sales_category,month_name
4272,Groceries,Buy1Get1,North,2023-04-03,12027,2544,9483,2023,4,1,189809,1,21.15,2544.0,Medium,April
2781,Beauty,Percentage,North,2024-06-09,19277,1108,18169,2024,6,1,158971,1,5.75,1108.0,High,June
2301,Clothing,Buy1Get1,West,2023-07-08,13185,1346,11839,2023,7,4,22544,1,10.21,336.5,Medium,July
4306,Groceries,Percentage,West,2023-07-24,12214,4289,7925,2023,7,2,86603,1,35.12,2144.5,Medium,July
3541,Home & Kitchen,Percentage,West,2023-06-06,8574,1303,7271,2023,6,8,88370,1,15.2,162.88,Medium,June
3051,Groceries,Flat,East,2022-03-30,16934,3376,13558,2022,3,8,158507,1,19.94,422.0,Medium,March
3713,Home & Kitchen,Free Shipping,West,2024-04-25,5784,1122,4662,2024,4,9,139031,1,19.4,124.67,Low,April
1441,Clothing,Flat,East,2022-04-21,13165,1087,12078,2022,4,5,44332,1,8.26,217.4,Medium,April
3076,Books,Free Shipping,South,2023-07-05,19433,764,18669,2023,7,6,127559,1,3.93,127.33,High,July
4180,Toys,Buy1Get1,South,2023-02-01,6604,3094,3510,2023,2,2,138750,1,46.85,1547.0,Low,February
3657,Clothing,Free Shipping,South,2023-11-10,12359,2510,9849,2023,11,1,169305,1,20.31,2510.0,Medium,November
4798,Toys,Buy1Get1,South,2022-01-11,13699,2146,11553,2022,1,8,178195,1,15.67,268.25,Medium,January
1804,Toys,Percentage,South,2023-09-14,14310,3784,10526,2023,9,1,130015,1,26.44,3784.0,Medium,September
1074,Clothing,Buy1Get1,West,2023-05-12,15139,2882,12257,2023,5,10,117513,1,19.04,288.2,Medium,May
3885,Groceries,Buy1Get1,Central,2022-01-16,6025,3098,2927,2022,1,6,51823,1,51.42,516.33,Low,January
4217,Electronics,Percentage,West,2022-02-02,3688,902,2786,2022,2,7,91099,1,24.46,128.86,Low,February
3175,Groceries,Buy1Get1,Central,2024-01-15,2095,2580,0,2024,1,5,85727,1,123.15,516.0,,January
4924,Groceries,Buy1Get1,West,2023-05-04,3108,4811,0,2023,5,3,177633,1,154.79,1603.67,,May
3089,Books,Percentage,South,2022-07-07,1611,3854,0,2022,7,6,153374,1,239.23,642.33,,July
2379,Beauty,Percentage,North,2024-01-06,5657,2794,2863,2024,1,5,26004,1,49.39,558.8,Low,January
1040,Beauty,Percentage,Central,2023-07-25,11774,96,11678,2023,7,5,48942,1,0.82,19.2,Medium,July
3981,Groceries,Free Shipping,North,2023-04-03,10335,3134,7201,2023,4,8,68559,1,30.32,391.75,Medium,April
3081,Home & Kitchen,Percentage,South,2022-02-20,5648,3248,2400,2022,2,5,23958,1,57.51,649.6,Low,February
4088,Books,Percentage,Central,2022-09-28,9047,1032,8015,2022,9,10,141404,1,11.41,103.2,Medium,September
2700,Toys,Buy1Get1,North,2023-04-09,8741,4305,4436,2023,4,5,109381,1,49.25,861.0,Low,April
4224,Beauty,Flat,West,2022-02-12,14858,894,13964,2022,2,3,146962,1,6.02,298.0,Medium,February
4045,Groceries,Flat,South,2023-06-23,17727,4377,13350,2023,6,10,174783,1,24.69,437.7,Medium,June
2401,Books,Free Shipping,West,2023-07-22,16981,3576,13405,2023,7,3,148634,1,21.06,1192.0,Medium,July
1587,Electronics,Free Shipping,West,2022-05-01,845,2345,0,2022,5,6,52439,1,277.51,390.83,,May
2622,Home & Kitchen,Flat,South,2023-09-17,12900,1745,11155,2023,9,1,162307,1,13.53,1745.0,Medium,September
4700,Clothing,Flat,Central,2022-11-12,18818,4008,14810,2022,11,7,56198,1,21.3,572.57,Medium,November
4945,Groceries,Percentage,East,2022-04-25,11164,2374,8790,2022,4,10,171947,1,21.26,237.4,Medium,April
1341,Books,Buy1Get1,East,2023-09-13,2162,3987,0,2023,9,8,118821,1,184.41,498.38,,September
3074,Groceries,Percentage,South,2023-03-30,17393,2674,14719,2023,3,4,50849,1,15.37,668.5,Medium,March
4896,Toys,Free Shipping,East,2023-11-18,6673,3247,3426,2023,11,3,140816,1,48.66,1082.33,Low,November
4358,Home & Kitchen,Flat,North,2023-09-16,7683,4415,3268,2023,9,1,24781,1,57.46,4415.0,Low,September
1645,Beauty,Free Shipping,Central,2023-09-04,4615,2414,2201,2023,9,4,133023,1,52.31,603.5,Low,September
1730,Beauty,Percentage,West,2023-06-04,16048,4541,11507,2023,6,4,161731,1,28.3,1135.25,Medium,June
1167,Beauty,Free Shipping,West,2023-10-09,8905,61,8844,2023,10,4,43468,1,0.69,15.25,Medium,October
1609,Clothing,Free Shipping,South,2024-02-02,10904,4753,6151,2024,2,9,179202,1,43.59,528.11,Medium,February
3315,Books,Buy1Get1,West,2022-12-03,16591,1868,14723,2022,12,9,89799,1,11.26,207.56,Medium,December
2772,Home & Kitchen,Free Shipping,North,2022-08-28,12651,2144,10507,2022,8,7,56539,1,16.95,306.29,Medium,August
3040,Home & Kitchen,Percentage,North,2024-01-04,13268,4211,9057,2024,1,1,96081,1,31.74,4211.0,Medium,January
3868,Beauty,Buy1Get1,South,2023-01-21,10520,2886,7634,2023,1,3,40950,1,27.43,962.0,Medium,January
1454,Beauty,Free Shipping,West,2022-05-25,13408,4852,8556,2022,5,6,190492,1,36.19,808.67,Medium,May
3953,Toys,Percentage,East,2023-01-12,19530,1666,17864,2023,1,2,94292,1,8.53,833.0,High,January
2708,Electronics,Flat,East,2022-01-04,2044,224,1820,2022,1,1,169433,1,10.96,224.0,Low,January
4472,Electronics,Buy1Get1,Central,2024-03-04,15457,3354,12103,2024,3,8,48167,1,21.7,419.25,Medium,March
3969,Groceries,Free Shipping,South,2024-04-25,7759,3679,4080,2024,4,9,158223,1,47.42,408.78,Low,April
4028,Groceries,Free Shipping,Central,2022-11-24,19649,674,18975,2022,11,2,88868,0,3.43,337.0,High,November
4547,Home & Kitchen,Buy1Get1,East,2022-07-16,9494,2382,7112,2022,7,10,127898,1,25.09,238.2,Medium,July
1701,Home & Kitchen,Percentage,East,2023-01-24,879,1412,0,2023,1,4,147558,1,160.64,353.0,,January
3681,Clothing,Free Shipping,East,2023-10-02,7390,3688,3702,2023,10,5,81081,1,49.91,737.6,Low,October
4629,Clothing,Percentage,Central,2022-09-18,5547,4859,688,2022,9,7,142171,1,87.6,694.14,Low,September
2599,Electronics,Buy1Get1,South,2023-08-26,12925,304,12621,2023,8,10,187122,1,2.35,30.4,Medium,August
1129,Groceries,Free Shipping,North,2024-04-16,11761,1360,10401,2024,4,3,179779,1,11.56,453.33,Medium,April
4067,Electronics,Flat,North,2024-02-10,13771,531,13240,2024,2,10,82486,1,3.86,53.1,Medium,February
2845,Electronics,Flat,East,2022-04-04,11215,3075,8140,2022,4,7,71629,1,27.42,439.29,Medium,April
2386,Groceries,Flat,South,2022-09-14,209,4144,0,2022,9,10,135093,1,1982.78,414.4,,September
4776,Books,Buy1Get1,South,2022-05-16,16187,3831,12356,2022,5,10,193099,1,23.67,383.1,Medium,May
3866,Clothing,Free Shipping,West,2023-06-09,12645,3385,9260,2023,6,3,190125,1,26.77,1128.33,Medium,June
1692,Toys,Buy1Get1,West,2023-12-11,15403,3098,12305,2023,12,10,121642,1,20.11,309.8,Medium,December
4363,Toys,Free Shipping,Central,2023-05-13,11223,4657,6566,2023,5,8,73481,1,41.5,582.12,Medium,May
2394,Toys,Flat,West,2022-06-27,5521,2282,3239,2022,6,7,113519,1,41.33,326.0,Low,June
1793,Groceries,Flat,Central,2022-04-22,10578,4742,5836,2022,4,2,21514,1,44.83,2371.0,Medium,April
1028,Beauty,Percentage,North,2022-09-21,16279,4043,12236,2022,9,2,99099,1,24.84,2021.5,Medium,September
1148,Beauty,Buy1Get1,East,2023-02-18,7706,234,7472,2023,2,5,92382,1,3.04,46.8,Medium,February
4850,Beauty,Buy1Get1,South,2023-01-04,10419,3261,7158,2023,1,8,75018,1,31.3,407.62,Medium,January
2319,Home & Kitchen,Percentage,North,2023-08-14,1656,2288,0,2023,8,2,146990,1,138.16,1144.0,,August
3058,Clothing,Flat,North,2023-01-13,243,3351,0,2023,1,5,74733,1,1379.01,670.2,,January
4583,Clothing,Flat,Central,2024-02-07,7526,2328,5198,2024,2,7,192348,1,30.93,332.57,Medium,February
3723,Books,Buy1Get1,East,2023-08-09,10286,1857,8429,2023,8,3,172328,1,18.05,619.0,Medium,August
2136,Books,Free Shipping,Central,2023-01-18,7976,585,7391,2023,1,4,117117,1,7.33,146.25,Medium,January
1186,Home & Kitchen,Flat,North,2023-11-04,19155,3711,15444,2023,11,3,187775,1,19.37,1237.0,High,November
3854,Electronics,Percentage,South,2023-05-26,15092,3918,11174,2023,5,5,160083,1,25.96,783.6,Medium,May
3791,Books,Percentage,West,2023-12-14,8400,820,7580,2023,12,8,98707,1,9.76,102.5,Medium,December
2250,Toys,Percentage,Central,2024-05-30,5832,1298,4534,2024,5,5,195097,1,22.26,259.6,Low,May
2333,Beauty,Buy1Get1,North,2024-03-30,13900,1321,12579,2024,3,5,85395,1,9.5,264.2,Medium,March
1097,Toys,Buy1Get1,West,2023-01-12,2062,3650,0,2023,1,8,174299,1,177.01,456.25,,January
1054,Beauty,Buy1Get1,West,2023-06-29,17817,4761,13056,2023,6,5,30642,1,26.72,952.2,Medium,June
3670,Toys,Buy1Get1,North,2022-03-14,19709,3524,16185,2022,3,3,64214,1,17.88,1174.67,High,March
3711,Electronics,Percentage,East,2023-05-19,4911,1011,3900,2023,5,6,34779,1,20.59,168.5,Low,May
1757,Toys,Percentage,North,2022-12-18,2657,4744,0,2022,12,4,20270,1,178.55,1186.0,,December
1405,Toys,Buy1Get1,South,2024-03-15,11396,2545,8851,2024,3,10,75468,1,22.33,254.5,Medium,March
3116,Groceries,Buy1Get1,West,2023-12-11,13039,2449,10590,2023,12,8,105712,1,18.78,306.12,Medium,December
4383,Toys,Percentage,South,2022-11-21,6899,4934,1965,2022,11,2,48387,1,71.52,2467.0,Low,November
2312,Groceries,Buy1Get1,Central,2023-01-23,13367,2620,10747,2023,1,2,75029,1,19.6,1310.0,Medium,January
2785,Clothing,Buy1Get1,West,2024-04-07,8659,3180,5479,2024,4,8,122667,1,36.72,397.5,Medium,April
4619,Home & Kitchen,Buy1Get1,East,2022-08-28,7357,2159,5198,2022,8,1,120332,1,29.35,2159.0,Medium,August
1750,Toys,Buy1Get1,North,2022-03-15,12253,396,11857,2022,3,9,42463,1,3.23,44.0,Medium,March
4219,Clothing,Flat,Central,2022-01-31,2914,1124,1790,2022,1,2,60990,1,38.57,562.0,Low,January
4538,Books,Buy1Get1,South,2023-04-24,7564,2167,5397,2023,4,1,138738,1,28.65,2167.0,Medium,April
2762,Books,Percentage,Central,2022-01-14,15456,1633,13823,2022,1,3,46429,1,10.57,544.33,Medium,January
4315,Groceries,Percentage,East,2023-12-18,12198,2867,9331,2023,12,1,82749,1,23.5,2867.0,Medium,December
4562,Toys,Percentage,North,2022-11-12,9783,3487,6296,2022,11,9,29790,1,35.64,387.44,Medium,November
4920,Toys,Percentage,Central,2022-03-09,9474,42,9432,2022,3,8,82244,1,0.44,5.25,Medium,March
4005,Electronics,Buy1Get1,South,2023-10-02,12471,2723,9748,2023,10,5,109633,1,21.83,544.6,Medium,October
4578,Clothing,Flat,Central,2023-06-22,3035,4031,0,2023,6,1,39570,1,132.82,4031.0,,June
1364,Beauty,Free Shipping,North,2023-11-27,8213,4885,3328,2023,11,3,49834,1,59.48,1628.33,Low,November
3026,Beauty,Free Shipping,Central,2023-10-11,13439,3368,10071,2023,10,6,121448,1,25.06,561.33,Medium,October
1481,Electronics,Free Shipping,South,2022-10-18,4405,3789,616,2022,10,3,21551,1,86.02,1263.0,Low,October
3248,Groceries,Free Shipping,North,2023-09-10,14053,938,13115,2023,9,10,96299,1,6.67,93.8,Medium,September
1153,Beauty,Percentage,East,2022-01-24,2354,1999,355,2022,1,10,122173,1,84.92,199.9,Low,January
4521,Beauty,Buy1Get1,East,2023-02-19,10736,396,10340,2023,2,9,146920,1,3.69,44.0,Medium,February
2524,Books,Buy1Get1,West,2024-04-30,4123,1270,2853,2024,4,7,88503,1,30.8,181.43,Low,April
3120,Books,Free Shipping,Central,2023-12-07,10246,1216,9030,2023,12,5,32359,1,11.87,243.2,Medium,December
3760,Home & Kitchen,Free Shipping,South,2023-11-12,7462,1690,5772,2023,11,2,92056,1,22.65,845.0,Medium,November
3343,Clothing,Flat,Central,2022-02-05,4068,3160,908,2022,2,10,195275,1,77.68,316.0,Low,February
2040,Groceries,Flat,North,2022-04-11,3990,3372,618,2022,4,10,188886,1,84.51,337.2,Low,April
2664,Toys,Flat,West,2023-06-30,11424,2930,8494,2023,6,10,38653,1,25.65,293.0,Medium,June
2240,Clothing,Percentage,South,2024-06-07,18591,4985,13606,2024,6,4,131898,1,26.81,1246.25,Medium,June
1060,Groceries,Buy1Get1,Central,2022-02-08,1473,1376,97,2022,2,3,102772,1,93.41,458.67,Low,February
1938,Beauty,Percentage,South,2022-07-30,11359,1786,9573,2022,7,5,181882,1,15.72,357.2,Medium,July
2639,Home & Kitchen,Percentage,North,2024-01-12,12634,1385,11249,2024,1,4,86874,1,10.96,346.25,Medium,January
3089,Clothing,Buy1Get1,West,2024-03-01,13528,2384,11144,2024,3,2,146336,1,17.62,1192.0,Medium,March
1024,Beauty,Flat,South,2023-08-15,14903,3996,10907,2023,8,3,92227,1,26.81,1332.0,Medium,August
2062,Groceries,Buy1Get1,North,2024-01-20,9604,3861,5743,2024,1,4,33566,1,40.2,965.25,Medium,January
4874,Clothing,Free Shipping,East,2022-06-21,8011,3264,4747,2022,6,1,86183,1,40.74,3264.0,Low,June
1130,Toys,Flat,South,2024-04-17,10687,563,10124,2024,4,8,174017,1,5.27,70.38,Medium,April
4569,Clothing,Buy1Get1,West,2023-03-18,10589,3291,7298,2023,3,1,129812,1,31.08,3291.0,Medium,March
2252,Beauty,Percentage,South,2022-02-28,2464,3683,0,2022,2,2,138797,1,149.47,1841.5,,February
1107,Clothing,Buy1Get1,South,2023-02-14,15565,795,14770,2023,2,10,22382,1,5.11,79.5,Medium,February
1171,Toys,Flat,North,2023-06-18,15396,1640,13756,2023,6,8,57734,1,10.65,205.0,Medium,June
2458,Home & Kitchen,Free Shipping,Central,2022-12-31,18194,4332,13862,2022,12,9,84069,1,23.81,481.33,Medium,December
4549,Home & Kitchen,Percentage,Central,2023-01-02,9810,551,9259,2023,1,1,31776,1,5.62,551.0,Medium,January
1101,Beauty,Free Shipping,South,2022-12-10,18370,4564,13806,2022,12,6,193660,1,24.84,760.67,Medium,December
3913,Groceries,Free Shipping,West,2024-01-20,14069,908,13161,2024,1,1,140735,1,6.45,908.0,Medium,January
3571,Beauty,Percentage,West,2022-10-23,10269,1933,8336,2022,10,4,107980,1,18.82,483.25,Medium,October
3322,Home & Kitchen,Buy1Get1,North,2022-12-07,11299,4076,7223,2022,12,6,85568,1,36.07,679.33,Medium,December
2636,Electronics,Buy1Get1,South,2023-08-29,16386,412,15974,2023,8,4,88812,1,2.51,103.0,High,August
4115,Electronics,Free Shipping,South,2024-01-26,8771,1641,7130,2024,1,5,24667,1,18.71,328.2,Medium,January
3864,Clothing,Buy1Get1,Central,2023-06-07,11692,3477,8215,2023,6,1,85147,1,29.74,3477.0,Medium,June
4004,Toys,Flat,North,2023-09-21,17277,2383,14894,2023,9,3,119130,1,13.79,794.33,Medium,September
2040,Books,Free Shipping,East,2022-09-22,14680,1368,13312,2022,9,3,188555,1,9.32,456.0,Medium,September
1329,Books,Free Shipping,West,2023-06-08,10782,2880,7902,2023,6,5,33099,1,26.71,576.0,Medium,June
4640,Books,Free Shipping,West,2023-10-28,18339,337,18002,2023,10,6,138228,1,1.84,56.17,High,October
4894,Clothing,Flat,South,2022-02-07,7233,4494,2739,2022,2,7,185770,1,62.13,642.0,Low,February
2520,Electronics,Free Shipping,North,2022-05-11,1047,724,323,2022,5,3,59930,1,69.15,241.33,Low,May
4886,Home & Kitchen,Buy1Get1,East,2023-01-17,11363,3791,7572,2023,1,6,23531,1,33.36,631.83,Medium,January
1011,Clothing,Buy1Get1,West,2022-08-13,17779,1061,16718,2022,8,6,50616,1,5.97,176.83,High,August
2341,Books,Buy1Get1,North,2022-05-23,9904,2894,7010,2022,5,9,39344,1,29.22,321.56,Medium,May
4663,Books,Buy1Get1,East,2023-03-07,12294,4264,8030,2023,3,5,84405,1,34.68,852.8,Medium,March
1215,Beauty,Free Shipping,South,2023-01-24,6532,4673,1859,2023,1,3,80141,1,71.54,1557.67,Low,January
1338,Books,Flat,Central,2022-02-23,5848,2529,3319,2022,2,3,60908,1,43.25,843.0,Low,February
2799,Toys,Percentage,West,2022-01-24,19904,4026,15878,2022,1,7,169039,1,20.23,575.14,High,January
3708,Books,Buy1Get1,West,2023-01-30,19041,3830,15211,2023,1,9,152677,1,20.11,425.56,High,January
4152,Beauty,Percentage,East,2023-09-25,3650,3044,606,2023,9,10,190390,1,83.4,304.4,Low,September
2750,Books,Percentage,Central,2022-04-29,8618,4810,3808,2022,4,5,167514,1,55.81,962.0,Low,April
2508,Toys,Free Shipping,North,2023-11-04,16150,4662,11488,2023,11,8,192546,1,28.87,582.75,Medium,November
3421,Home & Kitchen,Buy1Get1,South,2023-08-09,2007,2147,0,2023,8,2,155118,1,106.98,1073.5,,August
4023,Clothing,Buy1Get1,North,2022-07-04,12700,4633,8067,2022,7,7,63158,0,36.48,661.86,Medium,July
1709,Toys,Buy1Get1,East,2022-07-11,15905,2769,13136,2022,7,7,154174,1,17.41,395.57,Medium,July
2223,Beauty,Percentage,West,2024-01-02,618,263,355,2024,1,10,99544,1,42.56,26.3,Low,January
4608,Clothing,Buy1Get1,West,2023-05-02,16322,28,16294,2023,5,4,80038,1,0.17,7.0,High,May
3513,Clothing,Buy1Get1,North,2023-09-25,3355,3674,0,2023,9,1,20572,1,109.51,3674.0,,September
2112,Beauty,Flat,South,2023-12-22,9310,2713,6597,2023,12,8,39554,1,29.14,339.12,Medium,December
2291,Electronics,Free Shipping,East,2023-01-19,12663,1343,11320,2023,1,3,45397,1,10.61,447.67,Medium,January
4726,Books,Buy1Get1,South,2024-03-22,2831,2316,515,2024,3,4,189540,1,81.81,579.0,Low,March
4642,Toys,Buy1Get1,East,2022-12-12,4830,2390,2440,2022,12,3,135301,1,49.48,796.67,Low,December
4993,Beauty,Free Shipping,South,2023-04-18,7068,2623,4445,2023,4,9,158841,1,37.11,291.44,Low,April
1488,Home & Kitchen,Free Shipping,North,2023-11-07,5713,3553,2160,2023,11,2,90967,1,62.19,1776.5,Low,November
4948,Groceries,Percentage,Central,2024-02-19,2029,412,1617,2024,2,8,73018,1,20.31,51.5,Low,February
2561,Beauty,Percentage,East,2022-01-03,10055,1271,8784,2022,1,4,73143,1,12.64,317.75,Medium,January
1046,Books,Percentage,North,2022-02-19,16130,2986,13144,2022,2,1,93979,1,18.51,2986.0,Medium,February
4359,Books,Free Shipping,West,2024-05-25,12811,4684,8127,2024,5,6,146711,1,36.56,780.67,Medium,May
1777,Clothing,Flat,West,2023-05-19,4012,4359,0,2023,5,2,79264,1,108.65,2179.5,,May
2039,Clothing,Buy1Get1,South,2022-07-30,17470,3148,14322,2022,7,9,67682,1,18.02,349.78,Medium,July
1710,Beauty,Free Shipping,West,2023-06-12,11731,1186,10545,2023,6,3,66204,1,10.11,395.33,Medium,June
1400,Groceries,Flat,Central,2023-11-11,13436,2586,10850,2023,11,5,171223,1,19.25,517.2,Medium,November
4990,Beauty,Free Shipping,East,2022-10-10,19381,3027,16354,2022,10,7,96643,1,15.62,432.43,High,October
2817,Groceries,Flat,South,2023-01-14,4347,212,4135,2023,1,6,69040,1,4.88,35.33,Low,January
4028,Groceries,Free Shipping,East,2022-11-22,18715,346,18369,2022,11,1,155541,1,1.85,346.0,High,November
4157,Books,Free Shipping,East,2022-10-25,2959,4140,0,2022,10,4,118186,1,139.91,1035.0,,October
1249,Books,Flat,North,2023-11-28,11170,4217,6953,2023,11,1,41089,1,37.75,4217.0,Medium,November
1390,Books,Flat,West,2022-05-18,3076,682,2394,2022,5,9,33992,1,22.17,75.78,Low,May
4853,Home & Kitchen,Flat,East,2022-05-05,12912,4332,8580,2022,5,10,170357,1,33.55,433.2,Medium,May
1334,Books,Flat,Central,2023-01-27,13532,4857,8675,2023,1,4,179876,1,35.89,1214.25,Medium,January
1628,Toys,Flat,Central,2023-02-06,10103,4045,6058,2023,2,5,42486,1,40.04,809.0,Medium,February
4590,Clothing,Flat,West,2023-04-25,16639,4382,12257,2023,4,6,180003,1,26.34,730.33,Medium,April
1136,Clothing,Flat,West,2023-02-05,3562,4277,0,2023,2,3,20926,1,120.07,1425.67,,February
3930,Groceries,Flat,South,2023-07-24,11251,4793,6458,2023,7,4,92158,1,42.6,1198.25,Medium,July
3735,Clothing,Free Shipping,South,2022-12-28,19640,905,18735,2022,12,9,126858,1,4.61,100.56,High,December
4911,Electronics,Flat,South,2022-03-07,9398,3973,5425,2022,3,10,190522,1,42.27,397.3,Medium,March
2521,Groceries,Flat,West,2023-03-04,5203,2314,2889,2023,3,9,64446,1,44.47,257.11,Low,March
1826,Clothing,Free Shipping,East,2024-05-01,15932,3487,12445,2024,5,6,31415,1,21.89,581.17,Medium,May
1726,Electronics,Free Shipping,North,2023-12-15,8105,1052,7053,2023,12,3,155709,1,12.98,350.67,Medium,December
2500,Home & Kitchen,Percentage,South,2023-06-05,1981,1491,490,2023,6,10,26941,1,75.27,149.1,Low,June
3641,Clothing,Percentage,North,2023-03-08,13612,2664,10948,2023,3,10,173278,1,19.57,266.4,Medium,March
4294,Electronics,Flat,Central,2022-04-15,17573,4091,13482,2022,4,8,111123,1,23.28,511.38,Medium,April
1989,Beauty,Flat,West,2022-03-30,11556,1168,10388,2022,3,10,184298,1,10.11,116.8,Medium,March
3419,Toys,Percentage,Central,2023-08-24,19953,60,19893,2023,8,6,30391,1,0.3,10.0,High,August
1934,Beauty,Percentage,South,2024-05-05,577,3776,0,2024,5,7,145399,1,654.42,539.43,,May
4042,Electronics,Buy1Get1,East,2022-01-06,18961,3776,15185,2022,1,6,88236,1,19.91,629.33,High,January
1401,Groceries,Buy1Get1,South,2022-06-07,6245,3430,2815,2022,6,7,108576,1,54.92,490.0,Low,June
2466,Books,Flat,North,2023-01-14,13810,2986,10824,2023,1,8,112154,1,21.62,373.25,Medium,January
4561,Books,Buy1Get1,South,2022-11-26,16865,3816,13049,2022,11,3,66791,1,22.63,1272.0,Medium,November
1614,Books,Percentage,East,2022-04-13,13126,3300,9826,2022,4,7,123516,1,25.14,471.43,Medium,April
2296,Groceries,Flat,East,2022-08-11,19503,3467,16036,2022,8,1,115692,1,17.78,3467.0,High,August
4597,Clothing,Free Shipping,West,2023-02-06,15234,104,15130,2023,2,7,129654,1,0.68,14.86,High,February
2182,Books,Free Shipping,West,2023-11-14,12556,4322,8234,2023,11,8,87239,1,34.42,540.25,Medium,November
4223,Beauty,Percentage,East,2023-06-29,7184,3438,3746,2023,6,2,23771,1,47.86,1719.0,Low,June
4042,Groceries,Buy1Get1,East,2023-05-24,3794,4276,0,2023,5,7,113530,1,112.7,610.86,,May
3667,Groceries,Free Shipping,North,2023-11-24,18422,4565,13857,2023,11,1,83296,1,24.78,4565.0,Medium,November
3235,Books,Buy1Get1,South,2022-07-03,14558,2183,12375,2022,7,4,47439,1,15.0,545.75,Medium,July
4884,Beauty,Free Shipping,West,2022-03-28,12824,4477,8347,2022,3,6,58848,1,34.91,746.17,Medium,March
2121,Home & Kitchen,Buy1Get1,North,2023-08-04,6770,2979,3791,2023,8,4,72600,0,44.0,744.75,Low,August
1130,Groceries,Free Shipping,South,2023-01-15,2320,2250,70,2023,1,7,188858,1,96.98,321.43,Low,January
3852,Books,Free Shipping,West,2023-06-22,12185,2743,9442,2023,6,1,135747,0,22.51,2743.0,Medium,June
2194,Toys,Flat,North,2023-02-17,3070,2659,411,2023,2,2,139992,1,86.61,1329.5,Low,February
3983,Electronics,Flat,Central,2023-06-02,985,1050,0,2023,6,1,41102,1,106.6,1050.0,,June
4033,Clothing,Percentage,Central,2024-02-07,1137,950,187,2024,2,9,183199,1,83.55,105.56,Low,February
1182,Groceries,Free Shipping,West,2023-11-25,10081,4878,5203,2023,11,9,116445,1,48.39,542.0,Medium,November
4030,Toys,Buy1Get1,North,2022-10-22,9648,2679,6969,2022,10,10,164218,0,27.77,267.9,Medium,October
1363,Toys,Free Shipping,South,2022-09-17,3312,1841,1471,2022,9,2,186638,1,55.59,920.5,Low,September
1038,Groceries,Buy1Get1,South,2023-01-19,16497,3829,12668,2023,1,5,118752,1,23.21,765.8,Medium,January
4598,Home & Kitchen,Buy1Get1,North,2024-04-05,7637,1613,6024,2024,4,1,105008,1,21.12,1613.0,Medium,April
4959,Electronics,Free Shipping,Central,2022-10-31,4734,1140,3594,2022,10,3,102913,0,24.08,380.0,Low,October
3544,Clothing,Buy1Get1,North,2022-11-12,9729,1701,8028,2022,11,8,72330,1,17.48,212.62,Medium,November
4587,Groceries,Percentage,Central,2024-01-16,6371,1944,4427,2024,1,1,184697,1,30.51,1944.0,Low,January
2372,Clothing,Flat,Central,2024-03-04,8661,2460,6201,2024,3,2,79271,1,28.4,1230.0,Medium,March
4029,Beauty,Buy1Get1,South,2023-12-20,18074,4583,13491,2023,12,9,98505,1,25.36,509.22,Medium,December
1920,Toys,Free Shipping,West,2022-03-18,6241,3462,2779,2022,3,1,183992,1,55.47,3462.0,Low,March
4468,Toys,Flat,East,2023-11-11,6589,1227,5362,2023,11,9,97323,1,18.62,136.33,Medium,November
3769,Groceries,Percentage,North,2024-05-03,6841,1186,5655,2024,5,4,87821,1,17.34,296.5,Medium,May
4232,Groceries,Buy1Get1,Central,2023-01-14,9833,81,9752,2023,1,1,50053,1,0.82,81.0,Medium,January
1015,Beauty,Buy1Get1,North,2023-04-06,16943,182,16761,2023,4,1,131964,1,1.07,182.0,High,April
1492,Home & Kitchen,Flat,West,2022-02-25,4877,4667,210,2022,2,5,166552,1,95.69,933.4,Low,February
2449,Groceries,Buy1Get1,West,2024-03-17,5339,1103,4236,2024,3,8,63612,1,20.66,137.88,Low,March
2131,Toys,Free Shipping,East,2022-03-22,18804,258,18546,2022,3,5,117981,1,1.37,51.6,High,March
3941,Clothing,Flat,East,2023-11-10,11357,2635,8722,2023,11,8,41179,1,23.2,329.38,Medium,November
4521,Electronics,Flat,Central,2022-06-25,13032,2813,10219,2022,6,6,158949,1,21.59,468.83,Medium,June
1310,Books,Buy1Get1,East,2024-03-03,15309,3806,11503,2024,3,7,164674,1,24.86,543.71,Medium,March
1738,Clothing,Percentage,Central,2023-01-18,13455,2060,11395,2023,1,3,132385,0,15.31,686.67,Medium,January
4241,Home & Kitchen,Percentage,South,2022-05-29,3892,3132,760,2022,5,8,126958,1,80.47,391.5,Low,May
1545,Electronics,Percentage,Central,2024-02-07,8405,457,7948,2024,2,2,40272,1,5.44,228.5,Medium,February
3461,Clothing,Percentage,East,2022-10-08,5625,548,5077,2022,10,6,107595,1,9.74,91.33,Medium,October
1250,Clothing,Flat,North,2022-12-11,4100,124,3976,2022,12,4,84620,1,3.02,31.0,Low,December
1758,Beauty,Flat,East,2024-02-29,12011,4497,7514,2024,2,8,122046,1,37.44,562.12,Medium,February
2804,Books,Buy1Get1,West,2024-03-01,8662,1258,7404,2024,3,10,98275,1,14.52,125.8,Medium,March
4212,Home & Kitchen,Percentage,East,2023-02-13,5813,3996,1817,2023,2,4,38673,1,68.74,999.0,Low,February
2297,Toys,Percentage,South,2023-12-19,17106,2284,14822,2023,12,6,170059,1,13.35,380.67,Medium,December
